Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,goodsnum
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Office of Financial Stability,0.291,b,,,,0.291,1017
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),State Small Business Credit Initiative,0.251,b,,,,0.251,1018
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Financial Research Fund,0.154,b,,,,0.154,1019
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.582,b,,,,0.582,1020
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Business Loans Program Account,0.491,b,,,,0.491,1021
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Commodity Futures Trading Commission,0.297,b,,,,0.297,1022
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Universal Service Fund,1.867,b,,,,1.867,1023
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Universal Service Fund,7.795,b,,,,7.795,1024
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.158,b,,,,0.158,1025
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.105,b,,,,0.105,1026
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Investor Protection Fund,0.133,b,,,,0.133,1027
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Public Company Accounting Oversight Board,0.236,b,,,,0.236,1028
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Securities Investor Protection Corporation,0.299,b,,,,0.299,1029
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Travel Promotion Fund,0.1,b,,,,0.1,1030
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Bureau of Consumer Financial Protection Fund,0.394,b,,,,0.394,1031
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,-0.198,b,,,,-0.198,1032
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),"Spectrum Auction Receipts, Public Safety Trust Fund",-1.216,b,,,,-1.216,1033
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,0.497,b,,,,0.497,1034
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Operations and Administration,0.068,b,,,,0.068,1035
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Promote and Develop Fishery Products and Research Pertaining to American Fisheries,-0.071,b,,,,-0.071,1036
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Promote and Develop Fishery Products and Research Pertaining to American Fisheries,0.071,b,,,,0.071,1037
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Scientific and Technical Research and Services,0.705,b,,,,0.705,1038
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Wireless Innovation (WIN) Fund,-0.288,b,,,,-0.288,1039
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Construction of Research Facilities,0.182,b,,,,0.182,1040
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Industrial Technology Services,0.156,b,,,,0.156,1041
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),National Network for Manufacturing Innovation,0.208,b,,,,0.208,1042
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.056,b,,,,0.056,1043
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),State and Local Implementation Fund,-0.16,b,,,,-0.16,1044
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.062,b,,,,0.062,1045
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),"Broadband Technology Opportunities Program, Recovery Act",1.159,b,,,,1.159,1046
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Incentive Auction Relocation Fund,-0.5,b,,,,-0.5,1047
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Public Safety Trust Fund,1.216,b,,,,1.216,1048
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.259,b,,,,0.259,1049
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Periodic Censuses and Programs,0.717,b,,,,0.717,1050
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Salaries and Expenses,0.1,b,,,,0.1,1051
#NAME?,Other Spending,Economic affairs n.e.c.,Sale of major assets (954),Proceeds from Sale of Securities from the AIG Credit Facility Trust,-4.035,b,,,,-4.035,1052
#NAME?,Other Spending,Economic affairs n.e.c.,Sale of major assets (954),Asset Sale Proceeds,-0.12,b,,,,-0.12,1053
#NAME?,Other Spending,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Auction Receipts,-0.425,b,,,,-0.425,1054
#NAME?,Other Spending,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Spectrum License User Fees,-0.2,b,,,,-0.2,1055
#NAME?,Other Spending,Economic affairs n.e.c.,"Current Operations  Miscellaneous Commercial Activities, NEC (E03)",,0,g,0,2.5,5.5,8,1056
#NAME?,Other Spending,Economic affairs n.e.c.,"Construction  Miscellaneous Commercial Activities, NEC (F03)",,0,g,0,0.2,0.2,0.3,1057
#NAME?,Other Spending,Economic affairs n.e.c.,"Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)",,0,g,0,0,0,0.1,1058
#NAME?,Other Spending,Waste management,Current Operations  Solid Waste Management (E81),,0,g,0,2.8,24.2,26.9,1059
#NAME?,Other Spending,Waste management,Construction  Solid Waste Management (F81),,0,g,0,0.2,1.3,1.5,1060
#NAME?,Other Spending,Waste management,Other Capital Outlay  Solid Waste Management (G81),,0,g,0,0,1.1,1.2,1061
#NAME?,Other Spending,Waste water management,Federal Intergovernmental  Sewerage (B80),,0,g,-3.4,0,0,-3.4,1062
#NAME?,Other Spending,Waste water management,Current Operations  Sewerage (E80),,0,g,0,0.7,30.6,31.3,1063
#NAME?,Other Spending,Waste water management,Construction  Sewerage (F80),,0,g,0,0.9,22.6,23.5,1064
#NAME?,Other Spending,Waste water management,Other Capital Outlay  Sewerage (G80),,0,g,0,0,2.1,2.1,1065
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),State and Tribal Assistance Grants,3.876,b,,,,3.876,1066
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Science and Technology,0.812,b,,,,0.812,1067
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Environmental Programs and Management,2.743,b,,,,2.743,1068
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Payment to the Hazardous Substance Superfund,1.011,b,,,,1.011,1069
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Working Capital Fund,0.061,b,,,,0.061,1070
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),"Recoveries, Hazardous Substance Superfund",-0.104,b,,,,-0.104,1071
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),"Interfund Transactions, Hazardous Substance Superfund",-1.011,b,,,,-1.011,1072
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Hazardous Substance Superfund,0.211,b,,,,0.211,1073
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Hazardous Substance Superfund,1.202,b,,,,1.202,1074
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Leaking Underground Storage Tank Trust Fund,0.106,b,,,,0.106,1075
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Maritime Oil Spill Programs,0.155,b,,,,0.155,1076
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Rent and Bonuses from Land Leases for Resource Exploration and Extraction,-0.065,b,,,,-0.065,1077
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Royalties on Natural Resources, not Otherwise Classified",-0.377,b,,,,-0.377,1078
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Reclamation Fund, Royalties on Natural Resources",-1.732,b,,,,-1.732,1079
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Receipts from Mineral Leasing, Public Lands",-2.184,b,,,,-2.184,1080
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Payment from the General Fund, Cooperative Endangered Species Conservation Fund",-0.057,b,,,,-0.057,1081
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Natural Resources Damages from Legal Actions,-0.057,b,,,,-0.057,1082
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"Land Sales, Southern Nevada Public Land Management",-0.1,b,,,,-0.1,1083
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Resource Management,1.327,b,,,,1.327,1084
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),State and Tribal Wildlife Grants,0.079,b,,,,0.079,1085
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Land Acquisition,0.096,b,,,,0.096,1086
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Cooperative Endangered Species Conservation Fund,0.09,b,,,,0.09,1087
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Cooperative Endangered Species Conservation Fund,0.053,b,,,,0.053,1088
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Offshore Safety and Environmental Enforcement,0.074,b,,,,0.074,1089
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Management of Lands and Resources,0.991,b,,,,0.991,1090
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Oregon and California Grant Lands,0.112,b,,,,0.112,1091
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Permanent Operating Funds,0.219,b,,,,0.219,1092
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Ocean Energy Management,0.077,b,,,,0.077,1093
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Operation of Indian Programs,0.174,b,,,,0.174,1094
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Regulation and Technology,0.081,b,,,,0.081,1095
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Payments to States in Lieu of Coal Fee Receipts,0.082,b,,,,0.082,1096
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Abandoned Mine Reclamation Fund,0.153,b,,,,0.153,1097
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Wildland Fire Management,0.849,b,,,,0.849,1098
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Natural Resource Damage Assessment Fund,0.061,b,,,,0.061,1099
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),National Forest Fund,0.054,b,,,,0.054,1100
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),"National Forests Fund, Payments to States",-0.07,b,,,,-0.07,1101
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),National Grasslands,-0.062,b,,,,-0.062,1102
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Commodity Credit Corporation Fund,2.196,b,,,,2.196,1103
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation Operations,0.816,b,,,,0.816,1104
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Farm Security and Rural Investment Programs,-0.128,b,,,,-0.128,1105
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Farm Security and Rural Investment Programs,3.309,b,,,,3.309,1106
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Capital Improvement and Maintenance,0.47,b,,,,0.47,1107
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Forest and Rangeland Research,0.331,b,,,,0.331,1108
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),State and Private Forestry,0.309,b,,,,0.309,1109
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),State and Private Forestry,0.12,b,,,,0.12,1110
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),National Forest System,1.68,b,,,,1.68,1111
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Wildland Fire Management,2.383,b,,,,2.383,1112
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Forest Service Permanent Appropriations,0.094,b,,,,0.094,1113
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Land Acquisition,0.07,b,,,,0.07,1114
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Forest Service Trust Funds,0.127,b,,,,0.127,1115
-R&D Environmental protection,Other Spending,R&D Environmental protection,,,0,,0,0,0,0,1116
#NAME?,Other Spending,Environmental protection n.e.c.,,,0,,0,0,0,0,1117
---GSE Fees Pursuant to P.L. 112-78 Sec. 401,Other Spending,Housing development,Mortgage credit (371),GSE Fees Pursuant to P.L. 11278 Sec. 401,-1.479,b,,,,-1.479,1118
#NAME?,Other Spending,Housing development,Mortgage credit (371),"Proceeds, GSE Equity Related Transactions",-21.69,b,,,,-21.69,1119
#NAME?,Other Spending,Housing development,Mortgage credit (371),GSE Preferred Stock Purchase Agreements,12.7,b,,,,12.7,1120
#NAME?,Other Spending,Housing development,Mortgage credit (371),"FHAgeneral and Special Risk, Negative Subsidies",-0.588,b,,,,-0.588,1121
#NAME?,Other Spending,Housing development,Mortgage credit (371),"GNMAguarantees of Mortgage Backed Securities Guarantee Loans, Negative Subsidies",-0.55,b,,,,-0.55,1122
#NAME?,Other Spending,Housing development,Mortgage credit (371),Guarantees of Mortgagebacked Securities Loan Guarantee Program Account,-0.067,b,,,,-0.067,1123
#NAME?,Other Spending,Housing development,Mortgage credit (371),Guarantees of Mortgagebacked Securities Liquidating Account,0.197,b,,,,0.197,1124
#NAME?,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage Insurance Program Account,0.136,b,,,,0.136,1125
#NAME?,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage Insurance Capital Reserve Account,-8.188,b,,,,-8.188,1126
#NAME?,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage Insurance Capital Reserve Account,-0.152,b,,,,-0.152,1127
#NAME?,Other Spending,Housing development,Mortgage credit (371),FHAmutual Mortgage and Cooperative Housing Insurance Funds Liquidating Account,0.052,b,,,,0.052,1128
#NAME?,Other Spending,Housing development,Mortgage credit (371),FHAgeneral and Special Risk Insurance Funds Liquidating Account,0.06,b,,,,0.06,1129
#NAME?,Other Spending,Housing development,Mortgage credit (371),Housing for the Elderly or Handicapped Fund Liquidating Account,-0.54,b,,,,-0.54,1130
#NAME?,Other Spending,Housing development,Mortgage credit (371),"Federal Housing Finance Agency, Administrative Expenses",0.236,b,,,,0.236,1131
#NAME?,Other Spending,Housing development,Mortgage credit (371),"Rural Housing Insurance, Negative Subsidies",-0.062,b,,,,-0.062,1132
#NAME?,Other Spending,Housing development,Mortgage credit (371),Rural Housing Insurance Fund Program Account,0.506,b,,,,0.506,1133
#NAME?,Other Spending,Housing development,Mortgage credit (371),Rural Housing Insurance Fund Liquidating Account,-0.56,b,,,,-0.56,1134
#NAME?,Other Spending,Community development,Community development (451),Community Development Financial Institutions Fund Program Account,0.209,b,,,,0.209,1135
#NAME?,Other Spending,Community development,Community development (451),Research and Technology,0.059,b,,,,0.059,1136
#NAME?,Other Spending,Community development,Community development (451),Lead Hazard Reduction,0.13,b,,,,0.13,1137
#NAME?,Other Spending,Community development,Community development (451),Office of Inspector General,0.128,b,,,,0.128,1138
#NAME?,Other Spending,Community development,Community development (451),Community Planning and Development Personnel Compensation and Benefits,0.104,b,,,,0.104,1139
#NAME?,Other Spending,Community development,Community development (451),Transformation Initiative,0.101,b,,,,0.101,1140
#NAME?,Other Spending,Community development,Community development (451),Working Capital Fund,0.284,b,,,,0.284,1141
#NAME?,Other Spending,Community development,Community development (451),Community Development Fund,5.704,b,,,,5.704,1142
#NAME?,Other Spending,Community development,Community development (451),Neighborhood Stabilization Program,5.548,b,,,,5.548,1143
#NAME?,Other Spending,Community development,Community development (451),Payment to Neighborhood Reinvestment Corporation,0.213,b,,,,0.213,1144
#NAME?,Other Spending,Community development,Area and regional development (452),"Return of Principal from Private Sector Investments, Tribal Special Fund",-0.315,b,,,,-0.315,1145
#NAME?,Other Spending,Community development,Area and regional development (452),"Power Revenues, Indian Irrigation Projects",-0.07,b,,,,-0.07,1146
#NAME?,Other Spending,Community development,Area and regional development (452),"Return of Principal from Private Sector Investments, Tribal Trust Fund",-0.097,b,,,,-0.097,1147
#NAME?,Other Spending,Community development,Area and regional development (452),Operation of Indian Programs,0.157,b,,,,0.157,1148
#NAME?,Other Spending,Community development,Area and regional development (452),Operation of Indian Programs,1.206,b,,,,1.206,1149
#NAME?,Other Spending,Community development,Area and regional development (452),Construction,0.196,b,,,,0.196,1150
#NAME?,Other Spending,Community development,Area and regional development (452),Miscellaneous Permanent Appropriations,0.1,b,,,,0.1,1151
#NAME?,Other Spending,Community development,Area and regional development (452),Trust Land Consolidation Fund,0.35,b,,,,0.35,1152
#NAME?,Other Spending,Community development,Area and regional development (452),Tribal Special Fund,0.339,b,,,,0.339,1153
#NAME?,Other Spending,Community development,Area and regional development (452),Tribal Trust Fund,0.104,b,,,,0.104,1154
#NAME?,Other Spending,Community development,Area and regional development (452),Appalachian Regional Commission,0.063,b,,,,0.063,1155
#NAME?,Other Spending,Community development,Area and regional development (452),National Infrastructure Bank Program Account,0.107,b,,,,0.107,1156
#NAME?,Other Spending,Community development,Area and regional development (452),Salaries and Expenses,0.218,b,,,,0.218,1157
#NAME?,Other Spending,Community development,Area and regional development (452),"Distance Learning, Telemedicine, and Broadband Program",0.709,b,,,,0.709,1158
#NAME?,Other Spending,Community development,Area and regional development (452),"Distance Learning, Telemedicine, and Broadband Program",0.075,b,,,,0.075,1159
#NAME?,Other Spending,Community development,Area and regional development (452),Rural Water and Waste Disposal Program Account,0.933,b,,,,0.933,1160
#NAME?,Other Spending,Community development,Area and regional development (452),Rural Water and Waste Disposal Program Account,0.113,b,,,,0.113,1161
#NAME?,Other Spending,Community development,Area and regional development (452),Rural Development Insurance Fund Liquidating Account,-0.126,b,,,,-0.126,1162
#NAME?,Other Spending,Community development,Area and regional development (452),Rural Community Facilities Program Account,0.065,b,,,,0.065,1163
#NAME?,Other Spending,Community development,Area and regional development (452),Rural Business Program Account,0.086,b,,,,0.086,1164
#NAME?,Other Spending,Community development,Area and regional development (452),Energy Assistance Payments,0.129,b,,,,0.129,1165
#NAME?,Other Spending,Community development,Area and regional development (452),Rural Economic Development Grants,-0.161,b,,,,-0.161,1166
#NAME?,Other Spending,Community development,Area and regional development (452),Biorefinery Assistance Program Account,0.06,b,,,,0.06,1167
#NAME?,Other Spending,Community development,Area and regional development (452),Economic Development Assistance Programs,0.444,b,,,,0.444,1168
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Office of Health Affairs,0.166,b,,,,0.166,1169
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),National Protection and Programs Directorate,0.053,b,,,,0.053,1170
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),National Flood Insurance Fund,-0.364,b,,,,-0.364,1171
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Flood Hazard Mapping and Risk Analysis Program,0.115,b,,,,0.115,1172
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),State and Local Programs,5.735,b,,,,5.735,1173
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Salaries and Expenses,0.761,b,,,,0.761,1174
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster Relief,0.611,b,,,,0.611,1175
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster Relief,9.349,b,,,,9.349,1176
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster Assistance Direct Loan Program Account,0.053,b,,,,0.053,1177
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Radiological Emergency Preparedness Program,0.051,b,,,,0.051,1178
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),National Predisaster Mitigation Fund,0.16,b,,,,0.16,1179
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),First Responder Stabilization Fund,0.399,b,,,,0.399,1180
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster Loans Program Account,0.285,b,,,,0.285,1181
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Emergency Conservation Program,0.101,b,,,,0.101,1182
#NAME?,Other Spending,Community development,Current Operations  Parking Facilities (E60),,0,g,0,0,1.4,1.4,1183
#NAME?,Other Spending,Community development,Construction  Parking Facilities (F60),,0,g,0,0,0.3,0.3,1184
#NAME?,Other Spending,Community development,Other Capital Outlay  Parking Facilities (G60),,0,g,0,0,0.1,0.1,1185
#NAME?,Other Spending,Water supply,Water resources (301),"Reclamation Fund, Other Proprietary Receipts from the Public",-0.128,b,,,,-0.128,1186
#NAME?,Other Spending,Water supply,Water resources (301),"Revenues, Colorado River Dam Fund, Boulder Canyon Project",-0.111,b,,,,-0.111,1187
#NAME?,Other Spending,Water supply,Water resources (301),Policy and Administration,0.06,b,,,,0.06,1188
#NAME?,Other Spending,Water supply,Water resources (301),Reclamation Water Settlements Fund,0.06,b,,,,0.06,1189
#NAME?,Other Spending,Water supply,Water resources (301),"Colorado River Dam Fund, Boulder Canyon Project",0.104,b,,,,0.104,1190
#NAME?,Other Spending,Water supply,Water resources (301),Water and Related Resources,0.921,b,,,,0.921,1191
#NAME?,Other Spending,Water supply,Water resources (301),Mississippi River and Tributaries,0.56,b,,,,0.56,1192
#NAME?,Other Spending,Water supply,Water resources (301),Investigations,0.123,b,,,,0.123,1193
#NAME?,Other Spending,Water supply,Water resources (301),Construction,2.602,b,,,,2.602,1194
#NAME?,Other Spending,Water supply,Water resources (301),Operation and Maintenance,1.957,b,,,,1.957,1195
#NAME?,Other Spending,Water supply,Water resources (301),Expenses,0.183,b,,,,0.183,1196
#NAME?,Other Spending,Water supply,Water resources (301),Flood Control and Coastal Emergencies,1.479,b,,,,1.479,1197
#NAME?,Other Spending,Water supply,Water resources (301),Regulatory Program,0.212,b,,,,0.212,1198
#NAME?,Other Spending,Water supply,Water resources (301),Coastal Wetlands Restoration Trust Fund,0.11,b,,,,0.11,1199
#NAME?,Other Spending,Water supply,Water resources (301),Inland Waterways Trust Fund,0.097,b,,,,0.097,1200
#NAME?,Other Spending,Water supply,Water resources (301),"Contributions, Rivers and Harbors, Other Than Port and Harbor User Fees",-0.45,b,,,,-0.45,1201
#NAME?,Other Spending,Water supply,Water resources (301),Rivers and Harbors Contributed Funds,0.456,b,,,,0.456,1202
#NAME?,Other Spending,Water supply,Water resources (301),Harbor Maintenance Trust Fund,0.839,b,,,,0.839,1203
#NAME?,Other Spending,Water supply,Water resources (301),Watershed Rehabilitation Program,0.053,b,,,,0.053,1204
#NAME?,Other Spending,Water supply,Water resources (301),Watershed and Flood Prevention Operations,0.164,b,,,,0.164,1205
#NAME?,Other Spending,Water supply,Federal Intergovernmental  Water Utilities (B91),,0,g,-1.7,0,0,-1.7,1206
#NAME?,Other Spending,Water supply,Current Operations  Water Utilities (E91),,0,g,0,0.2,39.1,39.3,1207
#NAME?,Other Spending,Water supply,Construction  Water Utilities (F91),,0,g,0,0,11.5,11.5,1208
#NAME?,Other Spending,Water supply,Other Capital Outlay  Water Utilities (G91),,0,g,0,0,2.2,2.2,1209
#NAME?,Other Spending,Water supply,Water Utilities  Interest on Debt (I91),,0,g,0,0.1,6.6,6.8,1210
#NAME?,Other Spending,Street lighting,,,0,,0,0,0,0,1211
-R&D Housing and community amenities,Other Spending,R&D Housing and community amenities,,,0,,0,0,0,0,1212
#NAME?,Other Spending,Housing and community amenities n.e.c.,,,0,,0,0,0,0,1213
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),"Recreation Enhancement Fee, National Park System",-0.172,b,,,,-0.172,1214
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Park Concessions Franchise Fees,-0.07,b,,,,-0.07,1215
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Federal Aid in Wildlife Restoration,0.424,b,,,,0.424,1216
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Migratory Bird Conservation Account,0.059,b,,,,0.059,1217
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Sport Fish Restoration,0.5,b,,,,0.5,1218
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Operation of the National Park System,2.276,b,,,,2.276,1219
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Construction (and Major Maintenance),0.279,b,,,,0.279,1220
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),National Recreation and Preservation,0.063,b,,,,0.063,1221
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Land Acquisition and State Assistance,0.064,b,,,,0.064,1222
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Historic Preservation Fund,0.081,b,,,,0.081,1223
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Other Permanent Appropriations,0.179,b,,,,0.179,1224
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreation Fee Permanent Appropriations,0.158,b,,,,0.158,1225
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),"Recreational Fee Demonstration Program, Forest Service",-0.062,b,,,,-0.062,1226
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Forest Service Permanent Appropriations,0.062,b,,,,0.062,1227
#NAME?,Other Spending,Recreational and sporting services,Current Operations  Parks and Recreation (E61),,0,g,0,4.2,25.6,29.7,1228
#NAME?,Other Spending,Recreational and sporting services,Construction  Parks and Recreation (F61),,0,g,0,0.7,7.5,8.3,1229
#NAME?,Other Spending,Recreational and sporting services,Other Capital Outlay  Parks and Recreation (G61),,0,g,0,0.3,2.3,2.6,1230
#NAME?,Other Spending,Cultural services,,,0,,0,0,0,0,1231
#NAME?,Other Spending,Broadcasting and publishing services,,,0,,0,0,0,0,1232
#NAME?,Other Spending,Religious and other community services,,,0,,0,0,0,0,1233
"-R&D Recreation, culture and religion",Other Spending,"R&D Recreation, culture and religion",,,0,,0,0,0,0,1234
#NAME?,Other Spending,"Recreation, culture and religion n.e.c.",,,0,,0,0,0,0,1235
-R&D General public services,Other Spending,R&D General public services,,,0,,0,0,0,0,1236
--Deductions for offsetting receipts (809),Other Spending,General public services n.e.c.,Deductions for offsetting receipts (809),,-1.8,b,0,0,0,-1.8,1237
--General revenue sharing (851),Other Spending,General public services n.e.c.,General revenue sharing (851),,0,,0,0,0,0,1238
--Other general purpose fiscal assistance (852),Other Spending,General public services n.e.c.,Other general purpose fiscal assistance (852),,0,,0,0,0,0,1239
--Central Federal credit activities (871),Other Spending,General public services n.e.c.,Central Federal credit activities (871),,0,,0,0,0,0,1240
--Financial stabilization efforts (891),Other Spending,General public services n.e.c.,Financial stabilization efforts (891),,0,,0,0,0,0,1241
--Disaster costs (892),Other Spending,General public services n.e.c.,Disaster costs (892),,0,,0,0,0,0,1242
--Bipartisan economic security plan (921),Other Spending,General public services n.e.c.,Bipartisan economic security plan (921),,0,b,0,0,0,0,1243
--Allowance for anticipated supplemental (922),Other Spending,General public services n.e.c.,Allowance for anticipated supplemental (922),,0,,0,0,0,0,1244
